201501010069,2015,1,1,,0,,92,India,6,South Asia,Chhattisgarh,Kottapalli,18.832981,80.77664,1,0,,"""01/01/2015: Assailants opened fire on Korsa Jagaram in Kottapal village, Bijapur district, Chhattisgarh state, India. Jagaram, a police informant and former Maoist, was killed in the attack. No group claimed responsibility; however, sources attributed the incident to Communist Party of India - Maoist (CPI-Maoist).""",1,1,1,0,,.,0,1,0,2,Armed Assault,,.,,.,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,Informant: Korsa Jagaram,92,India,,.,,.,,,,.,,.,,.,,,,.,Communist Party of India - Maoist (CPI-Maoist),,,,,20132,,,,"""The specific motive is unknown; however, sources noted that Korsa Jagaram was a police informant.""",0,,,10,0,0,,.,,,.,,,.,,5,Firearms,3,Handgun,,.,,.,,.,,.,,.,,.,A pistol was used in the attack.,1,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""""""India: Maoists Kill Former Top Rebel Turned Police Informer in Chhattisgarh's Bijapur District,"""" The Indian Express Online, January 2, 2015.""","""""""Rebels Kill Former Colleague for Quitting Naxal Movement,"""" Outlook India, January 1, 2015.""",,START Primary Collection,0,0,0,0,
201501020081,2015,1,2,,0,,4,Afghanistan,6,South Asia,Nangarhar,Jalalabad,34.434093,70.44742,1,0,,"""01/02/2015: Two rockets were fired at the airport in Jalalabad city, Nangarhar province, Afghanistan. The attack resulted in an unstated number of casualties. No group claimed responsibility for the incident.""",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,.,,.,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Afghan National Security Force (ANSF),Jalalabad Airport,4,Afghanistan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,11,"""Projectile (rockets, mortars, RPGs, etc.)""",,.,,.,,.,,.,,.,,.,Rockets were used in the attack.,0,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""""""Security men, anti-govt gunmen killed in actions,"""" Frontier Post, January 2, 2015.""",,,START Primary Collection,-9,-9,0,-9,
201501030081,2015,1,3,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Bundaram,13.120905,13.876099,2,0,,"""01/03/2015: Assailants opened fire on residents and set fire to buildings in Bundaram village, Borno state, Nigeria. This was one of six coordinated attacks by the same group in Kukawa district on this date. At least 45 people were killed and an unknown number of others were injured across the five assaults that did not occur at the military base. Boko Haram claimed responsibility for the incidents.""",1,1,1,0,,.,1,1,0,2,Armed Assault,7,Facility/Infrastructure Attack,,.,14,Private Citizens & Property,75,Village/City/Town/Suburb,Bundaram Village,Village,147,Nigeria,,.,,.,,,,.,,.,,.,,,,.,Boko Haram,,,,,30101,,,,,0,,,-99,0,1,6,Video,,,.,,,.,,5,Firearms,5,Unknown Gun Type,8,Incendiary,18,Arson/Fire,,.,,.,,.,,.,,9,0,0,,0,0,1,4,Unknown,-99,Hundreds of houses were damaged and unspecified property was stolen in this and other related attacks.,0,,,,,,,,,,,,,,.,,"""Casualty numbers for this attack represent an equal division of a cumulative total of killed across incidents 201501030077, 201501030078, 201501030079, 201501030080, and 201501030081.""","""""""Boko Haram leader threatens Nigeria's neighbours, claims Baga attack,"""" Agence France Presse -- English, January 21, 2015.""","""""""Boko Haram 'seizes military base' in Nigeria raids,"""" Agence France Presse -- English, January 4, 2015.""","""""""'Boko Haram Now Occupies Borno North',"""" Leadership, January 6, 2015.""",START Primary Collection,0,0,0,0,"""201501030076, 201501030077, 201501030078, 201501030079, 201501030080"""
201501040016,2015,1,4,,1,,153,Pakistan,6,South Asia,Balochistan,Zhob district,31.350038,69.45009,3,0,,"""01/04/2015: Assailants kidnapped four people traveling in a car near Zhob district, Balochistan province, Pakistan. Two of the victims were released on January 7, 2015 and one of the hostages was released on January 22, 2015; the fate of the remaining hostage is unknown. This was one of two coordinated kidnappings to occur near Zhob on the same date. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident.""",1,1,1,0,,.,1,1,0,6,Hostage Taking (Kidnapping),,.,,.,14,Private Citizens & Property,68,Named Civilian,Not Applicable,"""Civilians: Fazle Haq, Zakir Mohammad, Waqar Qureshi""",153,Pakistan,,.,,.,,,,.,,.,,.,,,,.,Tehrik-i-Taliban Pakistan (TTP),,,,,20442,,,,,0,,,-99,0,1,5,Note left at scene,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,,,0,0,,0,0,0,,.,,,1,4,0,,-99,,,0,,,,,,6,Combination,3,,"""""""Near South Waziristan: Taliban release four kidnapped men,"""" The Express Tribune, January 23, 2015.""","""""""Four kidnapped men released by Taliban,"""" DAWN Group, January 23, 2015.""","""""""Pakistan: TTP Claims Responsibility for Killing PAF Officer,"""" Dawn Online, January 8, 2015.""",START Primary Collection,0,0,0,0,201501040015
201501040043,2015,1,4,,1,,113,Libya,10,Middle East & North Africa,Sirte,Sirte,31.205314,16.588936,1,0,,"""01/04/2015: Assailants abducted an Iraqi professor and his three sons in Sirte city, Sirte district, Libya. The whereabouts of the kidnap victims were unknown. No group claimed responsibility for the incident.""",0,1,1,1,2,Other Crime Type,0,1,0,6,Hostage Taking (Kidnapping),,.,,.,8,Educational Institution,48,Teacher/Professor/Instructor,University of Sirte,Professor: Falah Diwan,95,Iraq,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,"""The specific motive is unknown; however, sources suspected that the Iraqi professor may have been targeted in retaliation for Libyan citizens imprisoned in Iraq.""",0,,,-99,0,0,,.,,,.,,,.,,13,Unknown,,.,,.,,.,,.,,.,,.,,.,,,0,0,,0,0,0,,.,,,1,4,0,,-99,,,0,,,,,,7,Unknown,-99,There is reason to doubt that this incident meets terrorism-related criteria; sources suggest the kidnapping was carried out for the purposes of securing a ransom.,"""""""Iraqi professor kidnapped in Libyan town of Sirte,"""" Libya Herald, January 4, 2015.""",,,START Primary Collection,-9,-9,1,1,
201501050025,2015,1,5,,0,,4,Afghanistan,6,South Asia,Kabul,Kabul,34.533498,69.166579,1,1,The incident occurred on the outskirts of Kabul.,"""01/05/2015: An explosives-laden vehicle detonated targeting a European Union police (EUPOL) vehicle on the outskirts of Kabul city, Kabul province, Afghanistan. Two people were killed, including an assailant, and five civilians were wounded in the blast. The Taliban claimed responsibility for the incident.""",1,1,1,0,,.,0,1,1,3,Bombing/Explosion,,.,,.,7,Government (Diplomatic),47,"""International Organization (peacekeeper, aid agency, compound)""",European Union Police Mission in Afghanistan (EUPOL Afghanistan),Vehicle,422,International,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,4,Afghanistan,,.,,.,,,,.,Taliban,,,,,652,,,,,0,,,1,0,1,7,"""Posted to website, blog, etc.""",,,.,,,.,,6,Explosives/Bombs/Dynamite,15,Vehicle,,.,,.,,.,,.,,.,,.,,2,0,1,5,0,0,1,3,Minor (likely < $1 million),-99,A European Union (EU) police vehicle was damaged in this attack.,0,,,,,,,,,,,,,,.,,"""Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.""","""""""Suicide   blast   hits EU vehicle in Kabul: officials,"""" Agence France Presse -- English, January 5, 2015.""","""""""Roundup: 2 suicide bombings kill 5, wound 15 in Afghanistan within day,"""" Xinhua General News Service, January 5, 2015.""","""""""European Union/Afghanistan: Suicide Bomber Targets European Police in Kabul,"""" Thai News Service, January 7, 2015.""",START Primary Collection,0,1,1,1,
201501060024,2015,1,6,,0,,217,United States,1,North America,Colorado,Colorado Springs,38.824856,-104.81311,1,0,,"""01/06/2015: An explosive device detonated outside of the offices of the National Association for the Advancement of Colored People (NAACP) in Colorado Springs, Colorado, United States. No one was injured in the blast, but the building suffered minor damages. No group claimed responsibility for the incident; however, law enforcement officials arrested Thaddeus Murphy in connection with the attack. Murphy admitted to the bombing, but claimed that a tax preparation office, not the NAACP, was the target.""",0,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,,.,,.,1,Business,,.,Unknown,Tax Preparation Company,217,United States,14,Private Citizens & Property,82,Labor Union Related,National Association for the Advancement of Colored People (NAACP),Office,217,United States,,.,,.,,,,.,Unaffiliated Individual(s),,,,,20202,,,,,0,,,1,1,1,8,Personal claim,,,.,,,.,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,,.,,.,,.,,.,,.,,.,A homemade bomb and a gas can were used the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A National Association for the Advancement of Colored People (NAACP) office building was damaged in this attack.,0,,,,,,,,,,,,,,.,,There is doubt this incident meets terrorism-related criteria.  Sources suggest that the attack may  have been related to a personal feud with a tax accountant.,"""""""National Briefing - Rockies: Colorado: Explosive Set Off Near N.A.A.C.P. Building,"""" New York Times, January 7, 2015.""","""""""Explosion outside black rights headquarters was deliberate says FBI,"""" TheJournal.ie, January 7, 2015.""","""""""NAACP offices bombed in deliberate attack: FBI,"""" 9News.com.au, January 8, 2015.""",START Primary Collection,-9,-9,0,-9,
201501060028,2015,1,6,,0,,182,Somalia,11,Sub-Saharan Africa,Gedo,Bardere,2.333333,42.283333,1,0,,"""01/06/2015: Assailants executed four people accused of spying in Bardere town, Gedo region, Somalia. Al-Shabaab claimed responsibility for the incident.""",1,1,1,0,,.,0,1,0,6,Hostage Taking (Kidnapping),,.,,.,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,Suspected Spies,182,Somalia,,.,,.,,,,.,,.,,.,,,,.,Al-Shabaab,,,,,20036,,,,"""Al-Shabaab claimed responsibility for the incident and stated that the victims were targeted because they were accused of spying for the Somali, Ethiopian, and United States governments.""",0,,,-99,0,1,8,Personal claim,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,,4,0,0,0,0,0,0,,.,,,1,4,0,-99,,,,0,,,,,,4,Hostage(s) killed (not during rescue attempt),0,,"""""""Somalia's Shebab Militants 'Execute Informers',"""" AFP (World Service), January 7, 2015.""","""""""Somali Militants Execute Alleged U.S. Intelligence Agency Spy,"""" Bloomberg, January 7, 2015.""","""""""Somalia: Militant Group Al-Shabaab Executes 6 Over Past 24 Hours,"""" Keydmedia, January 7, 2015.""",START Primary Collection,0,0,0,0,
201501060068,2015,1,6,,1,6/9/2015,113,Libya,10,Middle East & North Africa,Tripoli,Tripoli,32.887209,13.191338,1,0,The incident occurred in the Souq Talat area of the city.,"""01/06/2015: Assailants kidnapped Ignazio Scaravilli in Dar al Wafa area, Suq Talat area, Tripoli district, Libya. Scaravilli, an Italian doctor, was released on June 9, 2015. No group claimed responsibility for the incident; however, sources attributed the attack to Ansar al-Sharia (Libya).""",1,1,1,0,,.,0,1,0,6,Hostage Taking (Kidnapping),,.,,.,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Unknown,Doctor: Ignazio Scaravilli,98,Italy,,.,,.,,,,.,,.,,.,,,,.,Ansar al-Sharia (Libya),,,,,40078,,,,,0,,,-99,0,0,,.,,,.,,,.,,13,Unknown,,.,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,0,,.,,,1,1,0,,154,,,0,,,,,,2,Hostage(s) released by perpetrators,1,,"""""""Sicilian doc Scaravilli freed in Libya,"""" ANSA.it, June 10, 2015.""","""""""Libya security digest Arab Media June 17, 2015,"""" Libya Digest, June 17, 2015.""","""""""Italian doctor freed six months after being kidnapped in Libya,"""" Capital Bay, June 9, 2015.""",START Primary Collection,0,1,1,1,
201501070040,2015,1,7,,0,,113,Libya,10,Middle East & North Africa,Zawiya,Zawiya,32.752053,12.727688,1,0,,"""01/07/2015: Assailants set fire to the residence of Muhammad Shu'ayb in Zawiya city, Zawiya district, Libya. Shu'ayb, the deputy speaker of the House of Representatives, was unharmed in the attack, but his house was damaged by the blaze. No group claimed responsibility; however, a source attributed the incident to Muslim fundamentalists.""",1,1,1,0,,.,0,1,0,7,Facility/Infrastructure Attack,,.,,.,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,House of Representatives,House Deputy President: Muhammad Shu'ayb,113,Libya,,.,,.,,,,.,,.,,.,,,,.,Muslim Fundamentalists,,,,,484,,,,,0,,,-99,0,0,,.,,,.,,,.,,8,Incendiary,18,Arson/Fire,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A house was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""""""Libya security digest January 9, 2014,"""" Libya Digest, January 9, 2015.""","""""""Libya: Open Source Highlights 8 January 2015,"""" OSC Summary, January 7, 2015.""",,START Primary Collection,-9,-9,0,-9,
