201501010069,2015,1,1,,0,,92,India,6,South Asia,Chhattisgarh,Kottapalli,18.832981,80.77664,1,0,,"""01/01/2015: Assailants opened fire on Korsa Jagaram in Kottapal village, Bijapur district, Chhattisgarh state, India. Jagaram, a police informant and former Maoist, was killed in the attack. No group claimed responsibility; however, sources attributed the incident to Communist Party of India - Maoist (CPI-Maoist).""",1,1,1,0,,.,0,1,0,2,Armed Assault,,.,,.,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,Informant: Korsa Jagaram,92,India,,.,,.,,,,.,,.,,.,,,,.,Communist Party of India - Maoist (CPI-Maoist),,,,,20132,,,,"""The specific motive is unknown; however, sources noted that Korsa Jagaram was a police informant.""",0,,,10,0,0,,.,,,.,,,.,,5,Firearms,3,Handgun,,.,,.,,.,,.,,.,,.,A pistol was used in the attack.,1,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""""""India: Maoists Kill Former Top Rebel Turned Police Informer in Chhattisgarh's Bijapur District,"""" The Indian Express Online, January 2, 2015.""","""""""Rebels Kill Former Colleague for Quitting Naxal Movement,"""" Outlook India, January 1, 2015.""",,START Primary Collection,0,0,0,0,
201501010074,2015,1,1,,0,,228,Yemen,10,Middle East & North Africa,Marib,Unknown,15.470053,45.322776,4,0,,"""01/01/2015: Assailants attacked a Strategic Reserve Forces battalion in Marib governorate, Yemen. No further information was available.""",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,9,Unknown,,.,,.,4,Military,34,"""Military Personnel (soldiers, troops, officers, forces)""",Strategic Reserve Forces,Battalion,228,Yemen,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,13,Unknown,,.,,.,,.,,.,,.,,.,,.,,,0,,,0,,1,4,Unknown,-99,An unknown number of military equipment was stolen in this attack.,0,,,,,,,,,,,,,,.,,,"""""""Yemen: Open Source Security Highlights 3 January 2015,"""" OSC Summary, January 2, 2015.""",,,START Primary Collection,-9,-9,0,-9,
201501040009,2015,1,4,,0,,153,Pakistan,6,South Asia,Balochistan,Sibi,29.53963,67.876624,1,0,,"""01/04/2015: Security forces found and defused an explosives-laden motorcycle in Sibi city, Balochistan province, Pakistan. Sources stated that the intended target was a religious procession. No group claimed responsibility for the incident.""",1,1,1,0,,.,0,0,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,78,"""Procession/Gathering (funeral, wedding, birthday, religious)""",Not Applicable,Eid Milad-un-Nabi Procession,153,Pakistan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,15,Vehicle,,.,,.,,.,,.,,.,,.,A roadside motorcycle bomb was used in the attack.,0,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""""""Terror plot foiled in Balochistan city,"""" Oman Tribune, January 6, 2015.""","""""""Major terror bid foiled in Pakistani city,"""" Deccan Herald, January 4, 2015.""",,START Primary Collection,-9,-9,0,-9,
201501040021,2015,1,4,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.976461,66.945547,1,0,The incident occurred in the Ittehad Town neighborhood of the city.,"""01/04/2015: Assailants opened fire on Haji Saifullah Afridi and his sons in Ittehad Town area, Karachi city, Sindh province, Pakistan. Afridi, a district president for the Awami National Party (ANP), was killed in the attack. No group claimed responsibility; however, sources attributed the incident to the Tehrik-i-Taliban Pakistan (TTP).""",1,1,1,0,,.,0,1,0,1,Assassination,,.,,.,14,Private Citizens & Property,84,Political Party Member/Rally,Awami National Party (ANP),District President: Haji Saifullah Afridi,153,Pakistan,,.,,.,,,,.,,.,,.,,,,.,Tehrik-i-Taliban Pakistan (TTP),,,,,20442,,,,,0,,,-99,0,0,,.,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,,1,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""""""Another ANP district west chief killed,"""" Dawn (Pakistan), January 6, 2015.""","""""""Under   attack:   ANP District West loses third president in target killing,"""" The Express Tribune, January 5, 2015.""",,START Primary Collection,0,0,0,0,
201501040043,2015,1,4,,1,,113,Libya,10,Middle East & North Africa,Sirte,Sirte,31.205314,16.588936,1,0,,"""01/04/2015: Assailants abducted an Iraqi professor and his three sons in Sirte city, Sirte district, Libya. The whereabouts of the kidnap victims were unknown. No group claimed responsibility for the incident.""",0,1,1,1,2,Other Crime Type,0,1,0,6,Hostage Taking (Kidnapping),,.,,.,8,Educational Institution,48,Teacher/Professor/Instructor,University of Sirte,Professor: Falah Diwan,95,Iraq,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,"""The specific motive is unknown; however, sources suspected that the Iraqi professor may have been targeted in retaliation for Libyan citizens imprisoned in Iraq.""",0,,,-99,0,0,,.,,,.,,,.,,13,Unknown,,.,,.,,.,,.,,.,,.,,.,,,0,0,,0,0,0,,.,,,1,4,0,,-99,,,0,,,,,,7,Unknown,-99,There is reason to doubt that this incident meets terrorism-related criteria; sources suggest the kidnapping was carried out for the purposes of securing a ransom.,"""""""Iraqi professor kidnapped in Libyan town of Sirte,"""" Libya Herald, January 4, 2015.""",,,START Primary Collection,-9,-9,1,1,
201501040091,2015,1,4,,1,1/10/2015,60,Egypt,10,Middle East & North Africa,North Sinai,Unknown,30.608472,33.617577,4,0,,"""01/04/2015: Assailants abducted Ayman Mohamed Salama from North Sinai governorate, Egypt. Salama was beheaded and his body was discovered on January 10, 2015. Sinai Province of the Islamic State claimed responsibility for the incident and stated that Ayman Mohamed Salama was targeted because they believed he was working with security personnel.""",1,1,1,0,,.,0,1,0,6,Hostage Taking (Kidnapping),,.,,.,14,Private Citizens & Property,68,Named Civilian,Not Applicable,Civilian: Ayman Mohamed Salama,60,Egypt,,.,,.,,,,.,,.,,.,,,,.,Sinai Province of the Islamic State,,,,,40394,,,,Sinai Province of the Islamic State claimed responsibility for the incident and stated that Ayman Mohamed Salama was targeted because they believed he was working with security personnel.,0,,,-99,0,1,6,Video,,,.,,,.,,9,Melee,23,Knife or Other Sharp Object,,.,,.,,.,,.,,.,,.,,1,0,0,0,0,0,0,,.,,,1,1,0,,6,,,0,,,,,,4,Hostage(s) killed (not during rescue attempt),0,,"""""""Seven bodies found in Egypt's Sinai,"""" World Bulletin, January 12, 2015.""","""""""2 decapitated bodies found in Sheikh Zuweid,"""" Daily Star Egypt, January 11, 2015.""","""""""2 headless bodies found in Egypt's Sinai,"""" Gulf News, January 11, 2015.""",START Primary Collection,0,0,0,0,
201501050045,2015,1,5,,1,,228,Yemen,10,Middle East & North Africa,Sanaa,Bayt Marran,15.693056,44.205278,2,0,,"""01/05/2015: Assailants kidnapped at least 30 civilians from the Arhab tribe in Bayt Marran district, Sanaa governorate, Yemen. The whereabouts of the victims were unknown. No group claimed responsibility for the incident; however, sources attributed the abduction to Huthis.""",1,1,1,0,,.,0,1,0,6,Hostage Taking (Kidnapping),,.,,.,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,228,Yemen,,.,,.,,,,.,,.,,.,,,,.,Huthi Extremists,,,,,20198,,,,,0,,,-99,0,0,,.,,,.,,,.,,13,Unknown,,.,,.,,.,,.,,.,,.,,.,,,0,0,,0,0,0,,.,,,1,30,0,,-99,,,0,,,,,,7,Unknown,-99,"""Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.""","""""""Yemen's Houthis kidnap 22 Arhab tribesmen,"""" World Bulletin, January 5, 2015.""","""""""7,700 Yemenis killed in 2014: Study,"""" Middle East Eye, January 5, 2015.""",,START Primary Collection,0,0,0,0,
201501060028,2015,1,6,,0,,182,Somalia,11,Sub-Saharan Africa,Gedo,Bardere,2.333333,42.283333,1,0,,"""01/06/2015: Assailants executed four people accused of spying in Bardere town, Gedo region, Somalia. Al-Shabaab claimed responsibility for the incident.""",1,1,1,0,,.,0,1,0,6,Hostage Taking (Kidnapping),,.,,.,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,Suspected Spies,182,Somalia,,.,,.,,,,.,,.,,.,,,,.,Al-Shabaab,,,,,20036,,,,"""Al-Shabaab claimed responsibility for the incident and stated that the victims were targeted because they were accused of spying for the Somali, Ethiopian, and United States governments.""",0,,,-99,0,1,8,Personal claim,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,,4,0,0,0,0,0,0,,.,,,1,4,0,-99,,,,0,,,,,,4,Hostage(s) killed (not during rescue attempt),0,,"""""""Somalia's Shebab Militants 'Execute Informers',"""" AFP (World Service), January 7, 2015.""","""""""Somali Militants Execute Alleged U.S. Intelligence Agency Spy,"""" Bloomberg, January 7, 2015.""","""""""Somalia: Militant Group Al-Shabaab Executes 6 Over Past 24 Hours,"""" Keydmedia, January 7, 2015.""",START Primary Collection,0,0,0,0,
201501060029,2015,1,6,,1,2/20/2015,160,Philippines,5,Southeast Asia,Sulu,Jolo,6.05,121,1,0,The incident occurred in the Asturias neighborhood of the city.,"""01/06/2015: Assailants kidnapped a child in Asturias village, Jolo city, Sulu province, Philippines. The hostage was released on February 20, 2015. No group claimed responsibility for the incident; however, sources attributed the abduction to the Abu Sayyaf Group (ASG).""",1,1,1,0,,.,0,1,0,6,Hostage Taking (Kidnapping),,.,,.,14,Private Citizens & Property,68,Named Civilian,Not Applicable,Civilian: Eljon Marzo,160,Philippines,,.,,.,,,,.,,.,,.,,,,.,Abu Sayyaf Group (ASG),,,,,276,,,,,0,,,2,0,0,,.,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,0,,.,,,1,1,0,,45,,,-9,,,,,,2,Hostage(s) released by perpetrators,1,,"""""""Minor abducted in Sulu by suspected Sayyaf bandits freed,"""" GMA News.tv, February 22, 2015.""","""""""Sayyafs free child captive,"""" Sun Star Network, February 22, 2015.""","""""""Philippine troops wound 'Abu Sayyaf leader' in arrest,"""" World Bulletin, January 7, 2015.""",START Primary Collection,0,0,0,0,
201501070065,2015,1,7,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Kukawa district,12.922965,13.563938,3,0,,"""01/07/2015: Assailants armed with projectiles, firearms, and incendiary devices attacked residents and buildings in an unknown village in Kukuwa district, Borno state, Nigeria. This was one of 16 coordinated assaults on villages and towns in Kukawa district on the same day. Between 100 and 2000 people were killed across all 16 incidents. No group claimed responsibility; however, sources attributed the attacks to Boko Haram.""",1,1,1,0,,.,1,1,0,2,Armed Assault,7,Facility/Infrastructure Attack,,.,14,Private Citizens & Property,75,Village/City/Town/Suburb,Unknown,Village,147,Nigeria,,.,,.,,,,.,,.,,.,,,,.,Boko Haram,,,,,30101,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,11,"""Projectile (rockets, mortars, RPGs, etc.)""",5,Firearms,2,Automatic Weapon,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,.,,.,"""Rocket-propelled grenades (RPGs), assault rifles, and petrol bombs were used in the attack.""",6,0,0,,0,0,1,3,Minor (likely < $1 million),-99,Unspecified property was damaged in this attack.,-9,,,,,,,,,,,,,,.,,"""Casualty numbers for this attack conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here. Casualty figures for this incident represent a division of the cumulative total of those killed across incidents 201501070056, 201501070058, 201501070059, 201501070060, 201501070061, 201501070062, 201501070063, 201501070064, 201501070065, 201501070066, 201501070067, 201501070068, 201501070069, 201501070070, 201501070071, and 201501070073.""","""""""Boko Haram destroys at least 16 towns, villages in NE Nigeria: local officials,"""" Agence France Presse -- English, January 8, 2015.""","""""""Boko Haram Attacks Again: Thousands Feared Dead After Nigerian Towns Torched,"""" International Business Times, January 8, 2015.""","""""""Boko Haram raze 16 towns, kill at least 100,"""" TheJournal.ie, January 8, 2015.""",START Primary Collection,0,0,0,0,"""201501070056, 201501070058, 201501070059, 201501070060, 201501070061, 201501070062, 201501070063, 201501070064, 201501070066, 201501070067, 201501070068, 201501070069, 201501070070, 201501070071, 201501070073"""
