201501010069,2015,1,1,,0,,92,India,6,South Asia,Chhattisgarh,Kottapalli,18.832981,80.77664,1,0,,"""01/01/2015: Assailants opened fire on Korsa Jagaram in Kottapal village, Bijapur district, Chhattisgarh state, India. Jagaram, a police informant and former Maoist, was killed in the attack. No group claimed responsibility; however, sources attributed the incident to Communist Party of India - Maoist (CPI-Maoist).""",1,1,1,0,,.,0,1,0,2,Armed Assault,,.,,.,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,Informant: Korsa Jagaram,92,India,,.,,.,,,,.,,.,,.,,,,.,Communist Party of India - Maoist (CPI-Maoist),,,,,20132,,,,"""The specific motive is unknown; however, sources noted that Korsa Jagaram was a police informant.""",0,,,10,0,0,,.,,,.,,,.,,5,Firearms,3,Handgun,,.,,.,,.,,.,,.,,.,A pistol was used in the attack.,1,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""""""India: Maoists Kill Former Top Rebel Turned Police Informer in Chhattisgarh's Bijapur District,"""" The Indian Express Online, January 2, 2015.""","""""""Rebels Kill Former Colleague for Quitting Naxal Movement,"""" Outlook India, January 1, 2015.""",,START Primary Collection,0,0,0,0,
201501020081,2015,1,2,,0,,4,Afghanistan,6,South Asia,Nangarhar,Jalalabad,34.434093,70.44742,1,0,,"""01/02/2015: Two rockets were fired at the airport in Jalalabad city, Nangarhar province, Afghanistan. The attack resulted in an unstated number of casualties. No group claimed responsibility for the incident.""",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,.,,.,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Afghan National Security Force (ANSF),Jalalabad Airport,4,Afghanistan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,11,"""Projectile (rockets, mortars, RPGs, etc.)""",,.,,.,,.,,.,,.,,.,Rockets were used in the attack.,0,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""""""Security men, anti-govt gunmen killed in actions,"""" Frontier Post, January 2, 2015.""",,,START Primary Collection,-9,-9,0,-9,
201501030041,2015,1,2,,0,,92,India,6,South Asia,Kerala,Kannur district,12.166372,75.334212,3,0,,"""01/02/2015: Assailants torched a stone-crushing machine in Kannur district, Kerala state, India. No casualties were reported, but the machinery was damaged. Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and accused the tourism lobby of exploiting land.""",1,1,1,0,,.,0,1,0,7,Facility/Infrastructure Attack,,.,,.,1,Business,12,Construction,New Bharat Stone Crusher,Office,92,India,,.,,.,,,,.,,.,,.,,,,.,Communist Party of India - Maoist (CPI-Maoist),,,,,20132,,,,"""In a poster left at the scene, the Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and accused the tourism lobby of exploiting land.""",0,,,5,0,1,5,Note left at scene,,,.,,,.,,8,Incendiary,18,Arson/Fire,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,An office and three CCTV cameras were damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""""""India: Police Sources Say Maoists Vandalize Stone-Crushing Unit in Kerala's Kannur District,"""" The Telegraph Online, January 3, 2015.""","""""""Suspected Maoists attack Kerala again, set a stone crusher unit on fire in Kannur,"""" IBNLive India News, January 2, 2015.""",,START Primary Collection,0,0,0,0,
201501040008,2015,1,4,,0,,95,Iraq,10,Middle East & North Africa,Saladin,Saba al-Bor,33.462707,44.157787,1,0,,"""01/04/2015: Assailants fired two mortars that struck a residential area in Saba al-Bor area, Saladin governorate, Iraq. At least three people were killed and seven people were injured in the attack. No group claimed responsibility for the incident.""",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,Houses,95,Iraq,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,11,"""Projectile (rockets, mortars, RPGs, etc.)""",,.,,.,,.,,.,,.,,.,Two mortars were fired in the attack.,3,0,0,7,0,0,1,3,Minor (likely < $1 million),-99,An unspecified number of houses were damaged in this attack.,0,,,,,,,,,,,,,,.,,"""Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.""","""""""Australian premier arrives in Baghdad for security talks,"""" Associated Press, January 4, 2015.""","""""""Iraq: Roundup of Security Incidents 31 December-05 January 2014,"""" OSC Summary, December 31, 2014.""",,START Primary Collection,-9,-9,0,-9,
201501040021,2015,1,4,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.976461,66.945547,1,0,The incident occurred in the Ittehad Town neighborhood of the city.,"""01/04/2015: Assailants opened fire on Haji Saifullah Afridi and his sons in Ittehad Town area, Karachi city, Sindh province, Pakistan. Afridi, a district president for the Awami National Party (ANP), was killed in the attack. No group claimed responsibility; however, sources attributed the incident to the Tehrik-i-Taliban Pakistan (TTP).""",1,1,1,0,,.,0,1,0,1,Assassination,,.,,.,14,Private Citizens & Property,84,Political Party Member/Rally,Awami National Party (ANP),District President: Haji Saifullah Afridi,153,Pakistan,,.,,.,,,,.,,.,,.,,,,.,Tehrik-i-Taliban Pakistan (TTP),,,,,20442,,,,,0,,,-99,0,0,,.,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,,1,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""""""Another ANP district west chief killed,"""" Dawn (Pakistan), January 6, 2015.""","""""""Under   attack:   ANP District West loses third president in target killing,"""" The Express Tribune, January 5, 2015.""",,START Primary Collection,0,0,0,0,
201501060024,2015,1,6,,0,,217,United States,1,North America,Colorado,Colorado Springs,38.824856,-104.81311,1,0,,"""01/06/2015: An explosive device detonated outside of the offices of the National Association for the Advancement of Colored People (NAACP) in Colorado Springs, Colorado, United States. No one was injured in the blast, but the building suffered minor damages. No group claimed responsibility for the incident; however, law enforcement officials arrested Thaddeus Murphy in connection with the attack. Murphy admitted to the bombing, but claimed that a tax preparation office, not the NAACP, was the target.""",0,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,,.,,.,1,Business,,.,Unknown,Tax Preparation Company,217,United States,14,Private Citizens & Property,82,Labor Union Related,National Association for the Advancement of Colored People (NAACP),Office,217,United States,,.,,.,,,,.,Unaffiliated Individual(s),,,,,20202,,,,,0,,,1,1,1,8,Personal claim,,,.,,,.,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,,.,,.,,.,,.,,.,,.,A homemade bomb and a gas can were used the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A National Association for the Advancement of Colored People (NAACP) office building was damaged in this attack.,0,,,,,,,,,,,,,,.,,There is doubt this incident meets terrorism-related criteria.  Sources suggest that the attack may  have been related to a personal feud with a tax accountant.,"""""""National Briefing - Rockies: Colorado: Explosive Set Off Near N.A.A.C.P. Building,"""" New York Times, January 7, 2015.""","""""""Explosion outside black rights headquarters was deliberate says FBI,"""" TheJournal.ie, January 7, 2015.""","""""""NAACP offices bombed in deliberate attack: FBI,"""" 9News.com.au, January 8, 2015.""",START Primary Collection,-9,-9,0,-9,
201501060029,2015,1,6,,1,2/20/2015,160,Philippines,5,Southeast Asia,Sulu,Jolo,6.05,121,1,0,The incident occurred in the Asturias neighborhood of the city.,"""01/06/2015: Assailants kidnapped a child in Asturias village, Jolo city, Sulu province, Philippines. The hostage was released on February 20, 2015. No group claimed responsibility for the incident; however, sources attributed the abduction to the Abu Sayyaf Group (ASG).""",1,1,1,0,,.,0,1,0,6,Hostage Taking (Kidnapping),,.,,.,14,Private Citizens & Property,68,Named Civilian,Not Applicable,Civilian: Eljon Marzo,160,Philippines,,.,,.,,,,.,,.,,.,,,,.,Abu Sayyaf Group (ASG),,,,,276,,,,,0,,,2,0,0,,.,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,0,,.,,,1,1,0,,45,,,-9,,,,,,2,Hostage(s) released by perpetrators,1,,"""""""Minor abducted in Sulu by suspected Sayyaf bandits freed,"""" GMA News.tv, February 22, 2015.""","""""""Sayyafs free child captive,"""" Sun Star Network, February 22, 2015.""","""""""Philippine troops wound 'Abu Sayyaf leader' in arrest,"""" World Bulletin, January 7, 2015.""",START Primary Collection,0,0,0,0,
201501060039,2015,1,6,,0,,4,Afghanistan,6,South Asia,Wardak,Dasht Top,34.165001,68.790285,1,0,,"""01/06/2015: Assailants stormed a seminary in Dasht Top area, Syedabad district, Wardak province, Afghanistan. There was an unstated number of casualties, and the seminary was damaged in the attack. No group claimed responsibility for the incident.""",1,1,1,0,,.,0,1,0,9,Unknown,,.,,.,8,Educational Institution,49,School/University/Educational Building,Unknown,Seminary,4,Afghanistan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,13,Unknown,,.,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,The mirrors of a seminary building were damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""""""5   rebels   killed, 6 injured in Nangarhar skirmish,"""" Pajhwok Afghan News English, January 6, 2015.""",,,START Primary Collection,-9,-9,0,-9,
201501070040,2015,1,7,,0,,113,Libya,10,Middle East & North Africa,Zawiya,Zawiya,32.752053,12.727688,1,0,,"""01/07/2015: Assailants set fire to the residence of Muhammad Shu'ayb in Zawiya city, Zawiya district, Libya. Shu'ayb, the deputy speaker of the House of Representatives, was unharmed in the attack, but his house was damaged by the blaze. No group claimed responsibility; however, a source attributed the incident to Muslim fundamentalists.""",1,1,1,0,,.,0,1,0,7,Facility/Infrastructure Attack,,.,,.,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,House of Representatives,House Deputy President: Muhammad Shu'ayb,113,Libya,,.,,.,,,,.,,.,,.,,,,.,Muslim Fundamentalists,,,,,484,,,,,0,,,-99,0,0,,.,,,.,,,.,,8,Incendiary,18,Arson/Fire,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A house was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""""""Libya security digest January 9, 2014,"""" Libya Digest, January 9, 2015.""","""""""Libya: Open Source Highlights 8 January 2015,"""" OSC Summary, January 7, 2015.""",,START Primary Collection,-9,-9,0,-9,
201501070045,2015,1,7,,1,1/10/2015,60,Egypt,10,Middle East & North Africa,North Sinai,Unknown,30.608472,33.617577,4,0,,"""01/07/2015: Assailants abducted a civilian from North Sinai governorate, Egypt. The civilian was killed and his body was discovered on January 10, 2015. No group claimed responsibility; however, sources attributed the incident to Sinai Province of the Islamic State, which carried out the attack because of the victim's alleged collaboration with security forces.""",1,1,1,0,,.,0,1,0,6,Hostage Taking (Kidnapping),,.,,.,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilian,60,Egypt,,.,,.,,,,.,,.,,.,,,,.,Sinai Province of the Islamic State,,,,,40394,,,,"""The specific motive is unknown; however, sources suspected that the victim was targeted for allegedly collaborating with security forces.""",0,,,-99,0,0,,.,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,,1,0,0,0,0,0,0,,.,,,1,1,0,,3,,,0,,,,,,4,Hostage(s) killed (not during rescue attempt),0,,"""""""Seven bodies found in Egypt's Sinai,"""" World Bulletin, January 12, 2015.""","""""""3 bodies found in Egypt's Sinai,"""" World Bulletin, January 10, 2015.""","""""""Police captain found dead in Egypt,"""" Spy Ghana, January 14, 2015.""",START Primary Collection,0,0,0,0,
